Filename,Labels,Notes
CORNWALL_PP-11024105_P425-04.pdf,,
CORNWALL_PP-11024105_P425-09.pdf,,
CORNWALL_PP-11024483_AJA2.pdf,,
CORNWALL_PP-11024483_AJA3.pdf,,
CORNWALL_PP-11025593_2201 P 01.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed NEE','Proposed NWE','Proposed SEE']",
CORNWALL_PP-11025593_2201 S 01.pdf,"['Existing GFL','Existing 1FL','Existing 2FL','Existing NEE','Existing NWE','Existing SEE']",
CORNWALL_PP-11026538_AP921 Tom Stiff SD05-Scheme Design V5.0.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed SDE','Proposed WE','Proposed SP']",
CORNWALL_PP-11026866_2022-02.PL1.pdf,,
CORNWALL_PP-11029005_Existing Elevations at 1-100.pdf,"['Existing SEE','Existing SWE','Existing NEE']",
CORNWALL_PP-11029005_Proposed Elevations at 1-100.pdf,"['Proposed SEE','Proposed SWE','Proposed NEE']",
CORNWALL_PP-11029478_proposed 09 02 22.pdf,"['Proposed SE','Proposed WE','Proposed NE','Proposed Section','Proposed 1FL','Proposed GFL']",
CORNWALL_PP-11031018_PROPOSED PLANNING DRAWINGS.pdf,"['Proposed SWE','Proposed NEE','Proposed NWE','Proposed SEE','Proposed 1FL','Proposed GFL','Proposed SP']",
CORNWALL_PP-11031587_Capital Steel Limited Drawing Set.Pdf,,
CORNWALL_PP-11031587_MF011A - Tredici Farm Barn Location and Block Plans.pdf,"['Existing LP','Existing BP','Proposed BP','Proposed RP']",
CORNWALL_PP-11033057_92316 - 100A - Existing & Proposed Elevation (1-100@A3).pdf,"['Proposed FRE','Existing FRE']",
CORNWALL_PP-11033057_92316 - 200A - Ground Floor Plan - Proposed Shop Front (1-100@A3).pdf,"['Proposed GFL','Existing GFL']",
CORNWALL_PP-11033532_1802 3 0101J Plans All Levels.pdf,,
CORNWALL_PP-11034800_3_100 Existing & Proposed Ground Floor Plans.pdf,"['Existing GFL','Proposed GFL']",
CORNWALL_PP-11034800_3_101 Existing & Proposed First Floor Plans.pdf,"['Existing 1FL','Proposed 1FL']",
CORNWALL_PP-11034800_3_102 Proposed Basement & Roof Plans.pdf,"['Proposed BaseP','Proposed RP']",
CORNWALL_PP-11034800_3_200 South Elevations.pdf,"['Proposed SE','Existing SE']",
CORNWALL_PP-11034800_3_201 North Elevations.pdf,"['Proposed NE','Existing NE']",
CORNWALL_PP-11034800_3_202 West Elevations.pdf,"['Proposed WE','Existing WE']",
CORNWALL_PP-11034800_3_203 East Elevations.pdf,"['Proposed EE','Existing EE']",
CORNWALL_PP-11034800_3_204 Section A B.pdf,,
CORNWALL_PP-11034800_3_205 Sections C.pdf,,
CORNWALL_PP-11035426_413_001_Existing_Rev A.pdf,,
CORNWALL_PP-11035426_413_002_Proposed_Rev A.pdf,,
CORNWALL_PP-11037458_310 Site Plans.pdf,"['Proposed SP','Existing SP']",
CORNWALL_PP-11037458_320 Floor Plans and Elevations.pdf,"['Proposed NWE','Proposed NEE','Proposed SEE','Proposed SWE','Proposed GFL','Existing NEE','Existing SEE','Existing SWE','Existing GFL']",
CORNWALL_PP-11039176_21-KP-01 PD Existing.pdf,,
CORNWALL_PP-11039176_21-KP-02 PD Proposed.pdf,,
CORNWALL_PP-11040584_21009.3.004_Existing NE & NW Elevations.pdf,"['Existing NEE','Existing NWE']",
CORNWALL_PP-11040584_21009.3.005_Existing SE & SW Elevations.pdf,"['Existing SEE','Existing SWE']",
CORNWALL_PP-11040584_21009.3.013_Proposed SE & SW Elevations.pdf,"['Proposed SEE','Proposed SWE']",
CORNWALL_PP-11040584_21009.3.014_Proposed NE & NW Elevations.pdf,"['Existing NEE','Existing NWE']",
CORNWALL_PP-11041171_201810-10-P01 Detailed Planning.pdf,,
CORNWALL_PP-11041291_205-PL-02 EXISTING FLOOR PLANS AND ELEVATIONS.pdf,"['Existing SE','Existing NE','Existing EE','Existing WE','Existing GFL']",
CORNWALL_PP-11041291_205-PL-101 TRYRYTH FLOOR PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
CORNWALL_PP-11041291_205-PL-102 TRYRYTH PROPOSED ELEVATIONS.pdf,"['Proposed NE','Proposed SE','Proposed EE','Proposed WE']",
CORNWALL_PP-11041291_205-PL-201 PROPOSED FLOOR PLAN AND ELEVATIONS - PARC LANTERN.pdf,"['Proposed NE','Proposed SE','Proposed EE','Proposed WE','Proposed GFL']",
CORNWALL_PP-11041535_PLAN 2.pdf,['Existing BP'],
CORNWALL_PP-11041535_PLAN 3.pdf,"['Existing NE','Existing EE','Existing SE','Existing WE']",
CORNWALL_PP-11041535_PLAN 4.pdf,['Existing GFL'],
CORNWALL_PP-11041535_PLAN 5.pdf,['Existing RP'],
CORNWALL_PP-11041535_PLAN 6.pdf,"['Proposed NE','Proposed EE','Proposed SE','Proposed WE']",
CORNWALL_PP-11041535_PLAN 7.pdf,['Proposed GFL'],
CORNWALL_PP-11041535_PLAN 8.pdf,['Proposed RP'],
CORNWALL_PP-11041535_PLAN 9.pdf,['Proposed Section'],
CORNWALL_PP-11042530_672-CDA-Z-XX-DR-A-05-0201-Existing-SE-NE-Elevations.pdf,"['Existing SEE','Existing NEE']",
CORNWALL_PP-11042530_672-CDA-Z-XX-DR-A-05-0202-Existing-NW-SW-Elevations.pdf,"['Existing NWE','Existing SWE'] ",
CORNWALL_PP-11042530_672-CDA-Z-XX-DR-A-05-0203-Proposed-Elevations.pdf,"['Proposed SEE','Proposed NEE','Proposed SWE','Proposed NWE']",
CORNWALL_PP-11042530_672_Trewidden_Lizard_ConceptDocument.pdf,,DAS
"DUDLEY_PP-11003739_25 Hill Crest, DUDLEY-Proposed Plans & Elevations.pdf","['Proposed SDE','Proposed FRE','Proposed RRE','Proposed GFL','Proposed RP']",
DUDLEY_PP-11007582_02 - REV B - Proposed  plans 125 Barnett Lane Planning Submission January 2022-Proposed Layout.pdf,"['Proposed GFL','Proposed 1FL','Proposed SDE','Proposed FRE','Proposed RRE']",
DUDLEY_PP-11016938_Conseratory plan.pdf,,
DUDLEY_PP-11027740_367-02-OPT 2B.pdf,"['Proposed FRE','Proposed SDE','Proposed FRE']",
DUDLEY_PP-11029634v1_6392 - EMES - Condition 26 vf.pdf,,Ecology
DUDLEY_PP-11029634_6392 - EMES - Condition 26 vf.pdf,,Ecology
DUDLEY_PP-11039738_146 The Broadway P001.pdf,"['Existing GFL','Existing 1FL','Existing RP','Existing FRE','Existing RRE','Existing SDE']",
DUDLEY_PP-11039738_146 The Broadway P002.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP','Proposed FRE','Proposed RRE','Proposed SDE']",
EASTYORKSHIRE_PP-10517485_RYAN-001 - PROPOSED SHED LAYOUT.pdf,['Proposed FRE'],
EASTYORKSHIRE_PP-10536179_410-NDA-XX-XX-DR-A-(PA-Oaks)-004_Cottage Elevations Proposed-P01.pdf,"['Proposed NE','Proposed WE','Proposed SE','Proposed EE']",
EASTYORKSHIRE_PP-10560642_2 MAIN ST_SWINE_HU11 4JE_UK.pdf,,
EASTYORKSHIRE_PP-11005043_20015-03 Existing and Proposed Plans and Elevations.pdf,"['Existing GFL','Proposed GFL','Proposed FRE','Proposed SDE','Proposed RRE','Existing FRE','Existing SDE','Existing RRE']",
EASTYORKSHIRE_PP-11012046_02 A Proposed drawings.pdf,"['Proposed GFL','Proposed EE','Proposed WE','Proposed SE','Proposed NE']",
EASTYORKSHIRE_PP-11015307_731-E02 - Existing Elevations - A3.pdf,"['Existing SEE','Existing NWE','Existing NEE','Existing SWE']",
EASTYORKSHIRE_PP-11015307_731-P02 A - Proposed Elevations - A3.pdf,"['Proposed SEE','Proposed NWE','Proposed NEE','Proposed SWE']",
EASTYORKSHIRE_PP-11015723_1544-T20_100_Exg_Proposed_Plans_Elevations_Site Location Plan_Block Plan-A1.pdf,"['Proposed SEE','Proposed NWE','Proposed NEE','Proposed SWE']",
EASTYORKSHIRE_PP-11015937v1_187-102 revG.pdf,"['Existing FRE','Existing RP','Existing SDE','Existing RRE']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-103 revB.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing RP','Existing GFL']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-104 revB.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing RP','Existing GFL']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-200 revA.pdf,"['Proposed RRE','Proposed GFL']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-201 revD.pdf,"['Proposed 1FL','Proposed GFL']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-202 revD.pdf,"['Proposed FRE','Proposed SDE','Proposed RP','Proposed RRE']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937v1_187-203 revD.pdf,"['Proposed FRE','Proposed RP','Proposed GFL','Proposed SDE','Proposed RRE']",rotate 90 degrees left
EASTYORKSHIRE_PP-11015937_187-102 revG.pdf,,
EASTYORKSHIRE_PP-11015937_187-103 revB.pdf,,
EASTYORKSHIRE_PP-11015937_187-104 revB.pdf,,
EASTYORKSHIRE_PP-11015937_187-200 revA.pdf,,
EASTYORKSHIRE_PP-11015937_187-201 revD.pdf,,
EASTYORKSHIRE_PP-11015937_187-202 revD.pdf,,
EASTYORKSHIRE_PP-11015937_187-203 revD.pdf,,
EASTYORKSHIRE_PP-11016041_2807-301E HT3 Proposed Plans and Elevations.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL']",
EASTYORKSHIRE_PP-11017300_2201D_1_TP_EX.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing RP','Existing GFL','Existing 1FL']",
EASTYORKSHIRE_PP-11017300_2201D_2A_TP_PROP.pdf,"['Proposed FRE','Proposed RRE','Proposed SDE','Proposed RP','Proposed GFL','Proposed 1FL']",
EASTYORKSHIRE_PP-11017820_HALES - 21-101-102 - BLOCK AND ROOF PLANS.pdf,"['Proposed BP','Proposed RP']",
EASTYORKSHIRE_PP-11017820_HALES - 21-101-103 - AS EXISTING.pdf,"['Existing GFL','Existing RRE','Existing 1FL','Existing SDE','Existing SEE','Existing NWE','Existing SWE','Existing Section']",
EASTYORKSHIRE_PP-11017820_HALES - 21-101-104 - AS PROPOSED.pdf,"['Proposed FRE','Proposed GFL','Proposed 1FL','Proposed RRE','Proposed NEE','Proposed SWE','Proposed SEE','Proposed Section']",
EASTYORKSHIRE_PP-11017820_HALES - 21-101-105 - EXISTING SITE SECTION AND STREET SCENE.pdf,['Existing Section'],
EASTYORKSHIRE_PP-11017820_HALES - 21-101-106 - PROPOSED SITE SECTION AND STREET SCENE.pdf,['Proposed Section'],
EASTYORKSHIRE_PP-11017875_60 West Ella Road - PLANNING-GA PROPOSED.pdf,"['Proposed SE','Proposed WE','Proposed NE','Proposed EE','Proposed Section','Proposed 1FL','Proposed GFL','Proposed RP' ]",
EASTYORKSHIRE_PP-11018033_IRENE BARKER - AD - V1 - R1 - 13.01.22.pdf,,
EASTYORKSHIRE_PP-11020617_185-E02 - Existing Elevations - A3.pdf,,
EASTYORKSHIRE_PP-11020617_185-P02 - Proposed Elevations - A3.pdf,,
EASTYORKSHIRE_PP-11020625_1202-01-10A Plans Elevations as Existing & Proposed.pdf,"['Existing EE','Existing SE','Existing WE','Existing NE','Existing GFL','Existing 1FL','Proposed EE','Proposed SE','Proposed NE','Proposed WE','Proposed GFL']",
EASTYORKSHIRE_PP-11021738_HU11-2904-PLN-A-001.pdf,"['Proposed SDE','Proposed RRE','Proposed Section','Existing SDE','Existing RRE','Existing GFL','Proposed GFL','Proposed SP']",
EASTYORKSHIRE_PP-11022013_HU15-2868-PLN-A-001.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing GFL','Existing 1FL','Existing LP','Existing BP']",
EASTYORKSHIRE_PP-11022013_HU15-2868-PLN-A-002.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL']",
EASTYORKSHIRE_PP-11022919_HU10-2471-PLN-100-A.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing GFL']",
EASTYORKSHIRE_PP-11022919_HU10-2471-PLN-101-A.pdf,"['Proposed FRE','Proposed RRE','Proposed SDE','Proposed GFL']",
EASTYORKSHIRE_PP-11022919_HU10-2471-PLN-102-A.pdf,['Proposed BP'],
EASTYORKSHIRE_PP-11029926_725-E02 - Existing Elevations - A3.pdf,"['Existing SE','Existing EE','Existing NE','Existing WE']",
EASTYORKSHIRE_PP-11029926_725-P02 - Proposed Elevations - A3.pdf,"['Proposed SE','Proposed EE','Proposed NE','Proposed WE']",
EASTYORKSHIRE_PP-11029937_PT364-PTA-00-ZZ-DR-A-00020_P1_Existing Front & Rear Elevations.pdf,"['Existing FRE','Existing SDE','Existing EE','Existing SE']",
EASTYORKSHIRE_PP-11029937_PT364-PTA-00-ZZ-DR-A-00122_P4_Proposed Front & Rear Elevations.pdf,"['Proposed FRE','Proposed EE','Proposed RRE','Proposed WE']",
EASTYORKSHIRE_PP-11030802_BROCKLESBY DECANTER EXTENSION-2.Plan.pdf,,
EASTYORKSHIRE_PP-11042628_2101D_2A_LB_PROPOSED.pdf,"['Proposed FRE','Proposed WE','Proposed SDE','Proposed SE','Proposed GFL','Proposed NE']",
EASTYORKSHIRE_PP-11043389_2008P_1A_TP_EX.pdf,"['Existing RRE','Existing FRE','Existing SDE','Existing RP','Existing BP','Existing Section','Existing GFL','Existing 1FL']",
EASTYORKSHIRE_PP-11043389_2008P_3_TP_PROP.pdf,"['Proposed RRE','Proposed GFL','Proposed FRE','Proposed SDE','Proposed BP','Proposed RP','Proposed 1FL']",
EA_PP-10484961_GREEN-02.pdf,,
EA_PP-10484961_GREEN-04.pdf,,
EA_PP-10585784_1775-E-Series-A1.pdf,"['Existing SP','Existing BP','Existing GFL','Existing 1FL','Existing RP','Existing Section']",
EA_PP-10585784_1775-P-Amendments P2.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP','Proposed Section']",
EA_PP-10590527_4884-2a - Plan and elevations.pdf,"['Proposed RRE','Proposed FRE','Proposed SDE','Proposed EE','Proposed WE','Proposed GFL','Proposed SP','Proposed RP']",
EA_PP-10590527_Existing floor plan - now collapsed structure.pdf,"['Existing RRE','Existing FRE','Existing SDE','Existing EE','Existing WE']",
"EA_PP-11004011_51 Broadway, West Ealing, W13 9BP - Plans - Rev.B.pdf","['Existing GFL','Existing 1FL','Existing 2FL','Existing RRE','Existing SDE','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed Loft','Proposed RRE','Proposed SDE']",
EA_PP-11004291_64CR - Existing Drawings.pdf,"['Existing GFL','Existing 1FL','Existing 2FL','Existing RP','Existing FRE','Existing SDE','Existing RRE','Existing Section']",
EA_PP-11004291_64CR - Proposed Drawings.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP','Proposed FRE','Proposed SDE','Proposed RRE','Proposed Section']",
EA_PP-11004382_19 Sandall Road W5 1HZ - Sheet - 2114-A-204 - Proposed Basement and Section.pdf,,
EA_PP-11006310_RN-Barmouth-Planning-DRG-220201.pdf,,
EA_PP-11007770_107 Murray Road W5 4DB_ Planning Drawings.pdf,"['Existing GFL','Existing 1FL','Existing Loft','Existing RP','Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP','Existing Section','Existing FRE','Existing RRE','Proposed Section','Proposed FRE','Proposed RRE']",
EA_PP-11010827_2141_PL-200-011.pdf,,
EA_PP-11010827_2141_PL-200-012.pdf,,
EA_PP-11010869_VOLODYMYR 02-02-22.pdf,"['Existing BP','Proposed BP','Existing GFL','Proposed GFL','Existing Loft','Proposed Loft','Existing RP','Proposed RP','Existing Section','Proposed Section','Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE']",
EA_PP-11012481_18 Wimborne Avenue - UB2 4HB - V7.pdf,,
EA_PP-11012661_EW202100156 59 Delamere Road W5 3JL (Abdullah) v4.pdf,"['Existing GFL','Proposed GFL','Existing 1FL','Proposed 1FL','Existing Loft','Proposed Loft','Existing RP','Proposed RP','Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE','Existing Section','Proposed Section']",
EA_PP-11013916_ST_JAN22_26 WES_001.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing GFL','Existing RP','Existing 1FL','Proposed FRE','Proposed RRE','Proposed SDE','Proposed 1FL','Proposed RP']",
EA_PP-11013916_ST_JAN22_26 WES_002.pdf,"['Existing GFL','Existing Loft','Existing Section']",
EA_PP-11013916_ST_JAN22_26 WES_003.pdf,"['Proposed GFL','Proposed Loft','Proposed Section']",
EA_PP-11015057_25 Sherborne Avenue - Whole House - V1.pdf,"['Proposed SP','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed FRE','Proposed RRE','Proposed SDE','Existing SP','Existing GFL','Existing 1FL','Existing FRE','Existing RRE','Existing SDE']",
"EA_PP-11018081_0100 - FLOOR PLANS, ELEVATIONS AND SECTION OF EXISTING DWELLING.pdf","['Existing GFL','Existing 1FL','Existing Section','Existing RRE']",
"EA_PP-11018081_0200 - FLOOR PLANS, ELEVATIONS AND SECTION OF PROPOSED SINGLE STOREY REAR EXTENSION.pdf","['Proposed GFL','Proposed 1FL','Proposed Section','Proposed RRE','Proposed SDE']",
EA_PP-11018987_Existing and Proposed Drawings.pdf,"['Existing SP','Existing BP','Existing GFL','Existing 1FL','Existing RP','Existing Loft','Existing BaseP','Proposed BaseP','Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP','Existing FRE','Existing SDE','Existing RRE','Proposed FRE','Proposed SDE','Proposed RRE']",
"EA_PP-11019768_51 Broadway, West Ealing - PLANS.pdf","['Existing BP','Existing LP','Existing Loft','Existing FRE','Existing SDE','Existing Section','Proposed Loft','Proposed FRE','Proposed SDE']",
EA_PP-11023079_AB-001 - Existing and Proposed Ground Floor Plans.pdf,"['Existing GFL','Proposed GFL']",
EA_PP-11023513_03 Existing Elevations.pdf,"['Existing RRE','Existing SDE']",
EA_PP-11023513_05 Proposed Elevations.pdf,"['Proposed RRE','Proposed SDE']",
EA_PP-11023651_Church Gardens Am Jan22_E.pdf,"['Existing BP','Proposed BP','Existing GFL','Existing 1FL','Existing Loft','Existing FRE','Existing RRE','Existing SDE','Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP','Proposed FRE','Proposed RRE','Proposed SDE']",
EA_PP-11024803_Febr2022_GIBBS_EXISTING_PLANS.pdf,"['Existing RP','Existing Section','Existing FRE','Existing SE']",
EA_PP-11024803_Febr2022_GIBBS_PROPOSED_PLANS.pdf,"['Proposed RP','Proposed Section','Proposed FRE','Proposed SE']",
EA_PP-11025426_EW202200013 30 Graham Avenue W13 9TQ (Peirce).pdf,"['Existing GFL','Existing 1FL','Proposed GFL','Proposed 1FL','Existing FRE','Existing RRE','Proposed FRE','Proposed FRE','Existing SDE','Proposed SDE','Existing Section','Proposed Section']",
EA_PP-11026585_EW202100135 51 Park View W3 0PU (Quinn) - Ext V2.pdf,"['Existing GFL','Proposed GFL','Existing 1FL','Proposed 1FL','Existing Loft','Proposed Loft','Existing RP','Proposed RP','Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE','Existing Section','Proposed Section']",
EA_PP-11027024_3187 PLANS.pdf,,
